Uid,Sid,Tag,Key,Time,Value,UpdateTime
8278074507,default,daily_report,sleep,1737504000,"{""long_sleep_evaluation"":3,""day_sleep_evaluation"":0,""total_snore"":0,""total_body_move"":0,""avg_hr"":50,""total_snore_disturb"":0,""breath_quality"":0,""sleep_trace_duration"":0,""avg_spo2"":0,""total_long_duration"":497,""sleep_score"":87,""sleep_deep_duration"":153,""total_duration"":497,""sleep_awake_duration"":0,""sleep_nap_duration"":0,""sleep_manually_duration"":0,""sleep_rem_duration"":129,""sleep_light_duration"":215,""max_hr"":78,""segment_details"":[{""sleep_light_duration"":215,""sleep_deep_duration"":153,""wake_up_time"":1737526800,""bedtime"":1737496980,""timezone"":4,""duration"":497,""max_hr"":78,""awake_count"":0,""sleep_rem_duration"":129,""min_hr"":40,""sleep_awake_duration"":0,""avg_hr"":50}],""total_turn_over"":0,""awake_count"":0,""min_hr"":40}",1737533472
8278074507,default,daily_report,sleep,1737590400,"{""sleep_score"":64,""total_snore"":0,""sleep_light_duration"":229,""segment_details"":[{""sleep_light_duration"":229,""awake_count"":1,""bedtime"":1737591540,""wake_up_time"":1737617400,""sleep_awake_duration"":37,""avg_hr"":50,""timezone"":4,""duration"":394,""sleep_deep_duration"":107,""min_hr"":38,""sleep_rem_duration"":58,""max_hr"":72}],""total_duration"":394,""sleep_trace_duration"":0,""total_turn_over"":0,""total_snore_disturb"":0,""sleep_awake_duration"":37,""sleep_nap_duration"":0,""breath_quality"":0,""sleep_rem_duration"":58,""sleep_manually_duration"":0,""avg_hr"":50,""total_long_duration"":394,""avg_spo2"":0,""sleep_deep_duration"":107,""awake_count"":1,""total_body_move"":0,""max_hr"":72,""min_hr"":38,""day_sleep_evaluation"":0,""long_sleep_evaluation"":26}",1738151808
8278074507,default,daily_report,sleep,1737676800,"{""sleep_score"":76,""total_snore"":0,""sleep_light_duration"":209,""segment_details"":[{""min_hr"":42,""awake_count"":2,""sleep_rem_duration"":98,""sleep_awake_duration"":9,""bedtime"":1737680820,""wake_up_time"":1737709200,""avg_hr"":53,""timezone"":4,""max_hr"":82,""sleep_deep_duration"":157,""sleep_light_duration"":209,""duration"":464}],""total_duration"":464,""sleep_trace_duration"":0,""total_turn_over"":0,""total_snore_disturb"":0,""sleep_manually_duration"":0,""sleep_awake_duration"":9,""sleep_rem_duration"":98,""sleep_nap_duration"":0,""breath_quality"":0,""avg_hr"":53,""total_long_duration"":464,""avg_spo2"":0,""sleep_deep_duration"":157,""awake_count"":2,""total_body_move"":0,""max_hr"":82,""min_hr"":42,""day_sleep_evaluation"":0,""long_sleep_evaluation"":20}",1738151808
8278074507,default,daily_report,sleep,1737763200,"{""sleep_score"":58,""total_snore"":0,""sleep_light_duration"":135,""segment_details"":[{""min_hr"":43,""timezone"":4,""sleep_deep_duration"":73,""sleep_light_duration"":135,""awake_count"":0,""wake_up_time"":1737787620,""max_hr"":83,""bedtime"":1737772020,""sleep_rem_duration"":52,""avg_hr"":56,""sleep_awake_duration"":0,""duration"":260},{""min_hr"":49,""awake_count"":0,""sleep_rem_duration"":0,""sleep_awake_duration"":0,""bedtime"":1737793560,""wake_up_time"":1737794880,""avg_hr"":55,""timezone"":4,""max_hr"":61,""sleep_deep_duration"":0,""sleep_light_duration"":0,""duration"":22}],""total_duration"":282,""sleep_trace_duration"":0,""total_turn_over"":0,""total_snore_disturb"":0,""sleep_nap_duration"":22,""sleep_awake_duration"":0,""sleep_rem_duration"":52,""sleep_manually_duration"":0,""breath_quality"":0,""avg_hr"":56,""total_long_duration"":260,""avg_spo2"":0,""sleep_deep_duration"":73,""awake_count"":0,""total_body_move"":0,""max_hr"":83,""min_hr"":43,""day_sleep_evaluation"":0,""long_sleep_evaluation"":14}",1738151808
8278074507,default,daily_report,sleep,1737849600,"{""sleep_score"":66,""total_snore"":0,""sleep_light_duration"":143,""segment_details"":[{""min_hr"":45,""timezone"":4,""sleep_deep_duration"":135,""sleep_light_duration"":143,""awake_count"":2,""wake_up_time"":1737880200,""bedtime"":1737856800,""max_hr"":93,""sleep_rem_duration"":96,""avg_hr"":51,""sleep_awake_duration"":16,""duration"":374}],""total_duration"":374,""sleep_trace_duration"":0,""total_turn_over"":0,""total_snore_disturb"":0,""sleep_nap_duration"":0,""sleep_awake_duration"":16,""sleep_rem_duration"":96,""sleep_manually_duration"":0,""breath_quality"":0,""avg_hr"":51,""total_long_duration"":374,""avg_spo2"":0,""sleep_deep_duration"":135,""awake_count"":2,""total_body_move"":0,""max_hr"":93,""min_hr"":45,""day_sleep_evaluation"":0,""long_sleep_evaluation"":26}",1738151808
8278074507,default,daily_report,sleep,1737936000,"{""sleep_score"":72,""total_snore"":0,""sleep_light_duration"":170,""segment_details"":[{""min_hr"":45,""timezone"":4,""sleep_deep_duration"":107,""sleep_light_duration"":170,""awake_count"":2,""wake_up_time"":1737959460,""max_hr"":89,""bedtime"":1737935400,""sleep_rem_duration"":99,""avg_hr"":53,""sleep_awake_duration"":25,""duration"":376}],""total_duration"":376,""sleep_trace_duration"":0,""total_turn_over"":0,""total_snore_disturb"":0,""sleep_awake_duration"":25,""sleep_nap_duration"":0,""breath_quality"":0,""sleep_rem_duration"":99,""sleep_manually_duration"":0,""avg_hr"":53,""total_long_duration"":376,""avg_spo2"":0,""sleep_deep_duration"":107,""awake_count"":2,""total_body_move"":0,""max_hr"":89,""min_hr"":45,""day_sleep_evaluation"":0,""long_sleep_evaluation"":17}",1738151808
8278074507,default,daily_report,sleep,1738022400,"{""sleep_score"":80,""total_snore"":0,""sleep_light_duration"":199,""segment_details"":[{""min_hr"":38,""timezone"":4,""sleep_deep_duration"":164,""sleep_light_duration"":199,""awake_count"":2,""wake_up_time"":1738044000,""max_hr"":64,""bedtime"":1738016400,""sleep_rem_duration"":80,""avg_hr"":50,""sleep_awake_duration"":17,""duration"":443}],""total_duration"":443,""sleep_trace_duration"":0,""total_turn_over"":0,""total_snore_disturb"":0,""sleep_nap_duration"":0,""sleep_awake_duration"":17,""sleep_rem_duration"":80,""sleep_manually_duration"":0,""breath_quality"":0,""avg_hr"":50,""total_long_duration"":443,""avg_spo2"":0,""sleep_deep_duration"":164,""awake_count"":2,""total_body_move"":0,""max_hr"":64,""min_hr"":38,""day_sleep_evaluation"":0,""long_sleep_evaluation"":6}",1738151808
8278074507,default,daily_report,sleep,1738108800,"{""sleep_score"":84,""total_snore"":0,""sleep_light_duration"":217,""segment_details"":[{""sleep_light_duration"":217,""awake_count"":1,""bedtime"":1738103580,""wake_up_time"":1738135620,""sleep_awake_duration"":4,""avg_hr"":57,""timezone"":4,""duration"":530,""sleep_deep_duration"":171,""min_hr"":46,""sleep_rem_duration"":142,""max_hr"":80}],""total_duration"":530,""sleep_trace_duration"":0,""total_turn_over"":0,""total_snore_disturb"":0,""sleep_awake_duration"":4,""sleep_nap_duration"":0,""breath_quality"":0,""sleep_rem_duration"":142,""sleep_manually_duration"":0,""avg_hr"":57,""total_long_duration"":530,""avg_spo2"":0,""sleep_deep_duration"":171,""awake_count"":1,""total_body_move"":0,""max_hr"":80,""min_hr"":46,""day_sleep_evaluation"":0,""long_sleep_evaluation"":6}",1738151808
8278074507,default,daily_report,sleep,1738195200,"{""total_body_move"":0,""segment_details"":[{""sleep_deep_duration"":124,""sleep_light_duration"":189,""max_hr"":66,""bedtime"":1738188180,""wake_up_time"":1738216800,""sleep_rem_duration"":116,""timezone"":4,""awake_count"":4,""avg_hr"":52,""min_hr"":44,""min_spo2"":91,""duration"":429,""avg_spo2"":97,""sleep_awake_duration"":48,""max_spo2"":99}],""breath_quality"":0,""total_snore"":0,""sleep_deep_duration"":124,""long_sleep_evaluation"":18,""sleep_rem_duration"":116,""sleep_trace_duration"":0,""sleep_awake_duration"":48,""total_snore_disturb"":0,""avg_hr"":52,""awake_count"":4,""day_sleep_evaluation"":0,""min_hr"":44,""sleep_score"":71,""total_long_duration"":429,""sleep_nap_duration"":0,""max_hr"":66,""sleep_light_duration"":189,""total_turn_over"":0,""sleep_manually_duration"":0,""avg_spo2"":97,""total_duration"":429,""min_spo2"":91,""max_spo2"":99}",1738536467
8278074507,default,daily_report,sleep,1738281600,"{""total_body_move"":0,""segment_details"":[{""sleep_rem_duration"":136,""timezone"":4,""bedtime"":1738278540,""sleep_light_duration"":190,""wake_up_time"":1738306800,""min_spo2"":94,""sleep_deep_duration"":136,""max_hr"":72,""min_hr"":40,""duration"":462,""sleep_awake_duration"":9,""avg_hr"":52,""max_spo2"":99,""awake_count"":3,""avg_spo2"":97}],""breath_quality"":0,""total_snore"":0,""sleep_deep_duration"":136,""long_sleep_evaluation"":18,""sleep_rem_duration"":136,""sleep_trace_duration"":0,""sleep_awake_duration"":9,""total_snore_disturb"":0,""avg_hr"":52,""awake_count"":3,""day_sleep_evaluation"":0,""min_hr"":40,""sleep_score"":73,""total_long_duration"":462,""sleep_nap_duration"":0,""max_hr"":72,""sleep_light_duration"":190,""total_turn_over"":0,""sleep_manually_duration"":0,""avg_spo2"":97,""total_duration"":462,""min_spo2"":94,""max_spo2"":99}",1738536467
8278074507,default,daily_report,sleep,1738368000,"{""total_turn_over"":0,""avg_spo2"":97,""sleep_score"":71,""sleep_manually_duration"":0,""total_duration"":369,""min_hr"":49,""sleep_rem_duration"":93,""day_sleep_evaluation"":0,""sleep_trace_duration"":0,""long_sleep_evaluation"":2,""max_spo2"":99,""total_snore"":0,""max_hr"":83,""total_snore_disturb"":0,""breath_quality"":0,""total_long_duration"":369,""avg_hr"":60,""sleep_light_duration"":157,""awake_count"":1,""sleep_awake_duration"":11,""sleep_nap_duration"":0,""sleep_deep_duration"":119,""segment_details"":[{""avg_spo2"":97,""sleep_deep_duration"":119,""awake_count"":1,""sleep_rem_duration"":93,""duration"":369,""min_hr"":49,""max_hr"":83,""sleep_awake_duration"":11,""bedtime"":1738384800,""timezone"":4,""min_spo2"":94,""max_spo2"":99,""wake_up_time"":1738407600,""sleep_light_duration"":157,""avg_hr"":60}],""min_spo2"":94,""total_body_move"":0}",1738536467
8278074507,default,daily_report,sleep,1738454400,"{""min_hr"":44,""min_spo2"":90,""total_snore_disturb"":0,""avg_hr"":53,""total_long_duration"":530,""total_duration"":530,""sleep_awake_duration"":54,""segment_details"":[{""min_spo2"":90,""sleep_rem_duration"":133,""duration"":530,""avg_spo2"":96,""max_hr"":94,""sleep_deep_duration"":180,""bedtime"":1738455480,""max_spo2"":99,""sleep_light_duration"":217,""wake_up_time"":1738490520,""timezone"":4,""min_hr"":44,""awake_count"":4,""avg_hr"":53,""sleep_awake_duration"":54}],""total_snore"":0,""sleep_deep_duration"":180,""day_sleep_evaluation"":0,""long_sleep_evaluation"":18,""total_body_move"":0,""total_turn_over"":0,""sleep_score"":65,""max_spo2"":99,""sleep_light_duration"":217,""sleep_nap_duration"":0,""sleep_manually_duration"":0,""sleep_trace_duration"":0,""awake_count"":4,""max_hr"":94,""avg_spo2"":96,""sleep_rem_duration"":133,""breath_quality"":0}",1738536467
8278074507,default,daily_report,sleep,1738540800,"{""sleep_deep_duration"":184,""total_snore_disturb"":0,""total_turn_over"":0,""total_duration"":472,""sleep_awake_duration"":9,""sleep_manually_duration"":0,""long_sleep_evaluation"":20,""total_body_move"":0,""sleep_light_duration"":151,""total_long_duration"":472,""sleep_trace_duration"":0,""min_spo2"":92,""segment_details"":[{""duration"":472,""avg_hr"":52,""timezone"":4,""avg_spo2"":96,""max_spo2"":99,""min_hr"":41,""bedtime"":1738537140,""sleep_light_duration"":151,""min_spo2"":92,""max_hr"":67,""awake_count"":1,""sleep_deep_duration"":184,""wake_up_time"":1738566000,""sleep_awake_duration"":9,""sleep_rem_duration"":137}],""breath_quality"":0,""sleep_rem_duration"":137,""avg_spo2"":96,""sleep_nap_duration"":0,""awake_count"":1,""total_snore"":0,""min_hr"":41,""max_spo2"":99,""avg_hr"":52,""max_hr"":67,""sleep_score"":80,""day_sleep_evaluation"":0}",1740315017
8278074507,default,daily_report,sleep,1738627200,"{""sleep_deep_duration"":206,""total_snore_disturb"":0,""total_turn_over"":0,""total_duration"":645,""sleep_awake_duration"":5,""sleep_manually_duration"":0,""long_sleep_evaluation"":6,""total_body_move"":0,""sleep_light_duration"":290,""total_long_duration"":645,""sleep_trace_duration"":0,""min_spo2"":92,""segment_details"":[{""duration"":645,""avg_hr"":53,""timezone"":4,""avg_spo2"":97,""max_spo2"":99,""min_hr"":42,""bedtime"":1738622340,""max_hr"":92,""sleep_light_duration"":290,""min_spo2"":92,""awake_count"":2,""sleep_deep_duration"":206,""wake_up_time"":1738661340,""sleep_awake_duration"":5,""sleep_rem_duration"":149}],""breath_quality"":0,""sleep_rem_duration"":149,""avg_spo2"":97,""sleep_nap_duration"":0,""awake_count"":2,""total_snore"":0,""min_hr"":42,""max_spo2"":99,""avg_hr"":53,""max_hr"":92,""sleep_score"":79,""day_sleep_evaluation"":0}",1740315017
8278074507,default,daily_report,sleep,1738713600,"{""sleep_deep_duration"":166,""total_snore_disturb"":0,""total_turn_over"":0,""total_duration"":485,""sleep_awake_duration"":4,""sleep_manually_duration"":0,""long_sleep_evaluation"":7,""total_body_move"":0,""sleep_light_duration"":193,""total_long_duration"":485,""sleep_trace_duration"":0,""min_spo2"":90,""segment_details"":[{""awake_count"":1,""sleep_deep_duration"":166,""avg_hr"":53,""wake_up_time"":1738736400,""max_spo2"":100,""bedtime"":1738707060,""avg_spo2"":96,""sleep_rem_duration"":126,""sleep_awake_duration"":4,""min_spo2"":90,""max_hr"":98,""timezone"":4,""duration"":485,""sleep_light_duration"":193,""min_hr"":42}],""breath_quality"":0,""sleep_rem_duration"":126,""avg_spo2"":96,""sleep_nap_duration"":0,""awake_count"":1,""total_snore"":0,""min_hr"":42,""max_spo2"":100,""avg_hr"":53,""sleep_score"":84,""max_hr"":98,""day_sleep_evaluation"":0}",1740315017
8278074507,default,daily_report,sleep,1738800000,"{""min_hr"":42,""total_turn_over"":0,""max_spo2"":98,""awake_count"":0,""total_snore"":0,""sleep_nap_duration"":0,""sleep_awake_duration"":0,""day_sleep_evaluation"":0,""total_duration"":420,""sleep_score"":95,""avg_spo2"":94,""long_sleep_evaluation"":3,""total_long_duration"":420,""sleep_deep_duration"":113,""segment_details"":[{""awake_count"":0,""sleep_deep_duration"":113,""wake_up_time"":1738818000,""avg_hr"":50,""max_spo2"":98,""bedtime"":1738792800,""avg_spo2"":94,""sleep_rem_duration"":95,""sleep_awake_duration"":0,""min_spo2"":90,""max_hr"":69,""timezone"":4,""duration"":420,""sleep_light_duration"":212,""min_hr"":42}],""sleep_trace_duration"":0,""total_snore_disturb"":0,""avg_hr"":50,""total_body_move"":0,""sleep_rem_duration"":95,""max_hr"":69,""sleep_manually_duration"":0,""sleep_light_duration"":212,""min_spo2"":90,""breath_quality"":0}",1740315017
8278074507,default,daily_report,sleep,1738886400,"{""min_hr"":46,""total_turn_over"":0,""max_spo2"":100,""awake_count"":1,""total_snore"":0,""sleep_nap_duration"":0,""sleep_awake_duration"":7,""day_sleep_evaluation"":0,""total_duration"":479,""sleep_score"":83,""avg_spo2"":97,""long_sleep_evaluation"":7,""total_long_duration"":479,""sleep_deep_duration"":129,""segment_details"":[{""duration"":479,""avg_hr"":53,""timezone"":4,""avg_spo2"":97,""max_spo2"":100,""min_hr"":46,""bedtime"":1738887480,""sleep_light_duration"":249,""min_spo2"":94,""max_hr"":70,""awake_count"":1,""sleep_deep_duration"":129,""wake_up_time"":1738916640,""sleep_awake_duration"":7,""sleep_rem_duration"":101}],""sleep_trace_duration"":0,""total_snore_disturb"":0,""avg_hr"":53,""total_body_move"":0,""sleep_rem_duration"":101,""max_hr"":70,""sleep_manually_duration"":0,""sleep_light_duration"":249,""min_spo2"":94,""breath_quality"":0}",1740315017
8278074507,default,daily_report,sleep,1739145600,"{""awake_count"":3,""sleep_trace_duration"":0,""max_hr"":72,""min_hr"":46,""breath_quality"":0,""total_long_duration"":451,""total_body_move"":0,""min_spo2"":92,""sleep_deep_duration"":125,""sleep_light_duration"":195,""segment_details"":[{""awake_count"":3,""sleep_deep_duration"":125,""avg_hr"":54,""wake_up_time"":1739172720,""avg_spo2"":97,""bedtime"":1739144520,""max_spo2"":100,""sleep_rem_duration"":131,""sleep_awake_duration"":19,""min_spo2"":92,""max_hr"":72,""timezone"":4,""duration"":451,""sleep_light_duration"":195,""min_hr"":46}],""max_spo2"":100,""day_sleep_evaluation"":0,""sleep_rem_duration"":131,""total_snore"":0,""total_turn_over"":0,""total_duration"":451,""sleep_awake_duration"":19,""avg_hr"":54,""avg_spo2"":97,""sleep_score"":73,""total_snore_disturb"":0,""long_sleep_evaluation"":18,""sleep_nap_duration"":0,""sleep_manually_duration"":0}",1740315017
8278074507,default,daily_report,sleep,1739318400,"{""awake_count"":1,""max_hr"":80,""sleep_trace_duration"":0,""min_hr"":48,""breath_quality"":0,""total_long_duration"":493,""total_body_move"":0,""min_spo2"":94,""sleep_deep_duration"":143,""sleep_light_duration"":221,""segment_details"":[{""timezone"":4,""sleep_deep_duration"":143,""sleep_light_duration"":221,""bedtime"":1739313960,""avg_spo2"":97,""avg_hr"":54,""duration"":493,""max_spo2"":99,""min_spo2"":94,""sleep_rem_duration"":129,""min_hr"":48,""sleep_awake_duration"":12,""awake_count"":1,""wake_up_time"":1739344260,""max_hr"":80}],""max_spo2"":99,""day_sleep_evaluation"":0,""sleep_rem_duration"":129,""total_duration"":493,""total_snore"":0,""total_turn_over"":0,""sleep_awake_duration"":12,""avg_hr"":54,""avg_spo2"":97,""sleep_score"":84,""total_snore_disturb"":0,""long_sleep_evaluation"":3,""sleep_nap_duration"":0,""sleep_manually_duration"":0}",1740315017
8278074507,default,daily_report,sleep,1739404800,"{""awake_count"":0,""max_hr"":56,""sleep_trace_duration"":0,""min_hr"":51,""breath_quality"":0,""total_long_duration"":0,""total_body_move"":0,""min_spo2"":97,""sleep_deep_duration"":0,""sleep_light_duration"":0,""segment_details"":[{""sleep_rem_duration"":0,""max_hr"":56,""avg_spo2"":98,""bedtime"":1739405460,""wake_up_time"":1739407680,""sleep_deep_duration"":0,""min_hr"":51,""avg_hr"":54,""sleep_light_duration"":0,""timezone"":4,""sleep_awake_duration"":0,""awake_count"":0,""duration"":37,""max_spo2"":98,""min_spo2"":97},{""sleep_light_duration"":0,""bedtime"":1739414340,""awake_count"":0,""min_hr"":51,""sleep_rem_duration"":0,""sleep_deep_duration"":0,""duration"":26,""max_hr"":56,""sleep_awake_duration"":0,""avg_hr"":53,""wake_up_time"":1739415900,""timezone"":4}],""max_spo2"":98,""day_sleep_evaluation"":5,""sleep_rem_duration"":0,""total_duration"":63,""total_snore"":0,""total_turn_over"":0,""sleep_awake_duration"":0,""avg_hr"":54,""avg_spo2"":49,""sleep_score"":40,""total_snore_disturb"":0,""long_sleep_evaluation"":0,""sleep_nap_duration"":63,""sleep_manually_duration"":0}",1740315017
8278074507,default,daily_report,sleep,1739491200,"{""breath_quality"":0,""min_hr"":48,""total_turn_over"":0,""awake_count"":0,""sleep_nap_duration"":0,""total_snore"":0,""day_sleep_evaluation"":0,""sleep_awake_duration"":0,""total_duration"":477,""sleep_score"":90,""avg_spo2"":96,""long_sleep_evaluation"":7,""total_long_duration"":477,""sleep_deep_duration"":164,""segment_details"":[{""avg_spo2"":96,""avg_hr"":53,""wake_up_time"":1739511000,""sleep_light_duration"":249,""min_spo2"":94,""awake_count"":0,""min_hr"":48,""sleep_rem_duration"":64,""sleep_deep_duration"":164,""duration"":477,""max_hr"":74,""max_spo2"":98,""timezone"":4,""bedtime"":1739482380,""sleep_awake_duration"":0}],""sleep_trace_duration"":0,""total_snore_disturb"":0,""avg_hr"":53,""total_body_move"":0,""max_hr"":74,""sleep_rem_duration"":64,""sleep_manually_duration"":0,""sleep_light_duration"":249,""min_spo2"":94,""max_spo2"":98}",1740315017
8278074507,default,daily_report,sleep,1739577600,"{""avg_hr"":55,""sleep_deep_duration"":152,""total_snore"":0,""min_spo2"":95,""sleep_manually_duration"":0,""max_hr"":69,""sleep_rem_duration"":112,""total_long_duration"":486,""sleep_light_duration"":222,""long_sleep_evaluation"":20,""total_snore_disturb"":0,""min_hr"":46,""max_spo2"":100,""segment_details"":[{""sleep_deep_duration"":152,""max_hr"":69,""sleep_awake_duration"":2,""duration"":486,""min_hr"":46,""avg_hr"":55,""avg_spo2"":98,""wake_up_time"":1739601840,""timezone"":4,""max_spo2"":100,""sleep_rem_duration"":112,""bedtime"":1739572560,""sleep_light_duration"":222,""min_spo2"":95,""awake_count"":1}],""awake_count"":1,""sleep_nap_duration"":0,""sleep_awake_duration"":2,""total_body_move"":0,""day_sleep_evaluation"":0,""sleep_trace_duration"":0,""total_turn_over"":0,""total_duration"":486,""avg_spo2"":98,""sleep_score"":89,""breath_quality"":0}",1740315017
8278074507,default,daily_report,sleep,1739664000,"{""breath_quality"":0,""sleep_deep_duration"":206,""max_hr"":71,""avg_hr"":54,""sleep_rem_duration"":125,""total_duration"":606,""sleep_manually_duration"":0,""sleep_light_duration"":275,""long_sleep_evaluation"":26,""total_turn_over"":0,""total_long_duration"":606,""avg_spo2"":97,""max_spo2"":100,""sleep_trace_duration"":0,""awake_count"":2,""segment_details"":[{""awake_count"":2,""sleep_deep_duration"":206,""wake_up_time"":1739698320,""avg_hr"":54,""avg_spo2"":97,""max_spo2"":100,""bedtime"":1739659380,""sleep_rem_duration"":125,""sleep_awake_duration"":43,""min_spo2"":92,""max_hr"":71,""timezone"":4,""duration"":606,""sleep_light_duration"":275,""min_hr"":44}],""min_spo2"":92,""min_hr"":44,""total_snore_disturb"":0,""total_body_move"":0,""sleep_awake_duration"":43,""total_snore"":0,""sleep_nap_duration"":0,""sleep_score"":74,""day_sleep_evaluation"":0}",1740315017
8278074507,default,daily_report,sleep,1739750400,"{""sleep_nap_duration"":0,""sleep_trace_duration"":0,""max_hr"":74,""day_sleep_evaluation"":0,""sleep_score"":67,""avg_hr"":54,""sleep_rem_duration"":109,""sleep_manually_duration"":0,""sleep_deep_duration"":117,""segment_details"":[{""bedtime"":1739744880,""sleep_deep_duration"":117,""sleep_light_duration"":226,""avg_spo2"":95,""max_spo2"":98,""avg_hr"":54,""max_hr"":74,""wake_up_time"":1739775660,""timezone"":4,""min_hr"":47,""min_spo2"":91,""sleep_awake_duration"":61,""awake_count"":5,""duration"":452,""sleep_rem_duration"":109}],""total_body_move"":0,""total_turn_over"":0,""avg_spo2"":95,""min_hr"":47,""sleep_light_duration"":226,""awake_count"":5,""total_duration"":452,""total_snore_disturb"":0,""total_long_duration"":452,""long_sleep_evaluation"":18,""min_spo2"":91,""breath_quality"":0,""sleep_awake_duration"":61,""total_snore"":0,""max_spo2"":98}",1740315017
8278074507,default,daily_report,sleep,1739836800,"{""total_body_move"":0,""breath_quality"":0,""total_turn_over"":0,""day_sleep_evaluation"":0,""min_hr"":51,""max_spo2"":99,""total_snore"":0,""total_duration"":494,""min_spo2"":91,""total_long_duration"":432,""avg_spo2"":49,""sleep_light_duration"":186,""max_hr"":90,""sleep_manually_duration"":0,""sleep_nap_duration"":62,""long_sleep_evaluation"":18,""sleep_score"":64,""sleep_awake_duration"":112,""sleep_trace_duration"":0,""sleep_deep_duration"":129,""segment_details"":[{""duration"":432,""sleep_rem_duration"":117,""timezone"":4,""bedtime"":1739832240,""avg_spo2"":97,""sleep_light_duration"":186,""avg_hr"":61,""awake_count"":4,""wake_up_time"":1739864880,""sleep_awake_duration"":112,""max_hr"":90,""max_spo2"":99,""sleep_deep_duration"":129,""min_spo2"":91,""min_hr"":51},{""min_hr"":58,""sleep_light_duration"":0,""avg_hr"":64,""bedtime"":1739881020,""wake_up_time"":1739884740,""sleep_rem_duration"":0,""max_hr"":74,""timezone"":4,""sleep_deep_duration"":0,""duration"":62,""sleep_awake_duration"":0,""awake_count"":0}],""total_snore_disturb"":0,""awake_count"":4,""avg_hr"":63,""sleep_rem_duration"":117}",1740315017
8278074507,default,daily_report,sleep,1739923200,"{""avg_hr"":61,""total_snore"":0,""sleep_deep_duration"":190,""min_spo2"":92,""sleep_manually_duration"":0,""max_hr"":101,""total_long_duration"":734,""sleep_rem_duration"":184,""sleep_light_duration"":360,""long_sleep_evaluation"":18,""max_spo2"":99,""min_hr"":51,""total_snore_disturb"":0,""segment_details"":[{""sleep_rem_duration"":184,""max_hr"":101,""avg_spo2"":96,""bedtime"":1739914980,""wake_up_time"":1739963880,""sleep_deep_duration"":190,""min_hr"":51,""avg_hr"":61,""sleep_light_duration"":360,""timezone"":4,""sleep_awake_duration"":81,""awake_count"":5,""duration"":734,""max_spo2"":99,""min_spo2"":92}],""awake_count"":5,""sleep_nap_duration"":0,""sleep_awake_duration"":81,""total_body_move"":0,""day_sleep_evaluation"":0,""sleep_trace_duration"":0,""total_turn_over"":0,""total_duration"":734,""avg_spo2"":96,""sleep_score"":60,""breath_quality"":0}",1740315017
8278074507,default,daily_report,sleep,1740096000,"{""breath_quality"":0,""sleep_deep_duration"":154,""max_hr"":67,""avg_hr"":53,""sleep_rem_duration"":140,""total_duration"":516,""sleep_manually_duration"":0,""sleep_light_duration"":222,""long_sleep_evaluation"":16,""total_turn_over"":0,""total_long_duration"":516,""avg_spo2"":97,""max_spo2"":100,""sleep_trace_duration"":0,""awake_count"":4,""segment_details"":[{""sleep_light_duration"":222,""max_hr"":67,""avg_hr"":53,""sleep_awake_duration"":55,""timezone"":4,""sleep_rem_duration"":140,""awake_count"":4,""wake_up_time"":1740135180,""sleep_deep_duration"":154,""min_hr"":43,""avg_spo2"":97,""max_spo2"":100,""min_spo2"":94,""duration"":516,""bedtime"":1740100920}],""min_spo2"":94,""min_hr"":43,""total_snore_disturb"":0,""total_body_move"":0,""sleep_awake_duration"":55,""total_snore"":0,""sleep_score"":57,""sleep_nap_duration"":0,""day_sleep_evaluation"":0}",1740315017
8278074507,default,daily_report,sleep,1740182400,"{""sleep_deep_duration"":245,""max_hr"":99,""breath_quality"":0,""avg_hr"":55,""sleep_rem_duration"":152,""total_duration"":722,""long_sleep_evaluation"":5,""sleep_light_duration"":325,""sleep_manually_duration"":0,""total_long_duration"":722,""total_turn_over"":0,""avg_spo2"":98,""max_spo2"":100,""sleep_trace_duration"":0,""awake_count"":3,""segment_details"":[{""sleep_light_duration"":325,""duration"":722,""min_spo2"":95,""avg_spo2"":98,""bedtime"":1740184140,""max_spo2"":100,""sleep_deep_duration"":245,""sleep_awake_duration"":19,""min_hr"":46,""avg_hr"":55,""awake_count"":3,""wake_up_time"":1740228600,""timezone"":4,""max_hr"":99,""sleep_rem_duration"":152}],""min_spo2"":95,""min_hr"":46,""total_snore_disturb"":0,""total_body_move"":0,""sleep_awake_duration"":19,""total_snore"":0,""sleep_score"":68,""sleep_nap_duration"":0,""day_sleep_evaluation"":0}",1740315017
8278074507,default,daily_report,sleep,1740268800,"{""sleep_score"":82,""sleep_deep_duration"":129,""avg_hr"":52,""max_hr"":100,""sleep_trace_duration"":0,""sleep_rem_duration"":110,""total_snore"":0,""day_sleep_evaluation"":0,""min_hr"":40,""segment_details"":[{""sleep_light_duration"":272,""avg_spo2"":97,""min_hr"":40,""bedtime"":1740266640,""duration"":511,""sleep_deep_duration"":129,""max_spo2"":99,""awake_count"":2,""timezone"":4,""avg_hr"":52,""sleep_rem_duration"":110,""max_hr"":100,""sleep_awake_duration"":17,""wake_up_time"":1740298320,""min_spo2"":95}],""breath_quality"":0,""total_duration"":511,""total_long_duration"":511,""long_sleep_evaluation"":6,""total_turn_over"":0,""sleep_awake_duration"":17,""total_snore_disturb"":0,""max_spo2"":99,""total_body_move"":0,""sleep_nap_duration"":0,""avg_spo2"":97,""awake_count"":2,""sleep_light_duration"":272,""min_spo2"":95,""sleep_manually_duration"":0}",1740315017
